ID, x, y, age
50137,880,9770,9
50138,4359,5378,23
50139,5420,3421,52
50140,7149,434,37
50141,5658,2928,73
50142,3719,3392,87
50143,1185,5623,62
50144,7460,9566,18
50145,1198,7857,60
50146,6705,9671,94
50147,1355,7636,99
50148,859,5163,92
50149,8569,4160,36
50150,4794,712,57
50151,9116,7991,32
50152,5779,8282,68
50153,5821,509,26
50154,4518,3729,8
50155,9382,51,67
50156,7697,3569,12
50157,6466,1122,28
50158,8875,4344,81
50159,8792,5105,22
50160,4633,4778,98
50161,3565,3361,60
50162,7436,1047,70
50163,5700,6686,54
50164,9920,8338,6
50165,2900,7556,33
50166,9674,7067,36
50167,7087,5941,98
50168,6951,5099,51
50169,1357,3759,18
50170,1413,8110,51
50171,9278,403,42
50172,4322,8357,23
50173,63,6666,79
50174,3640,5328,26
50175,5223,7756,96
50176,3883,9156,93
50177,4289,3197,74
50178,2458,2897,81
50179,3790,5329,61
50180,3454,6459,68
50181,9200,9831,11
50182,1323,5637,96
50183,1813,9878,84
50184,1179,2631,5
50185,4340,6840,40
50186,4881,3775,49
50187,7998,2712,37
50188,2070,1713,30
50189,2122,6873,67
50190,9238,4424,78
50191,1478,9782,55
50192,2744,3941,67
50193,714,9942,94
50194,4558,1126,31
50195,6886,279,93
50196,2189,2519,9
50197,7391,3586,68
50198,3903,1263,78
50199,3582,579,22
50200,4952,893,8
50201,8823,266,84
50202,3770,8104,50
50203,4962,4334,7
50204,3939,5041,7
50205,1253,2423,44
50206,6596,7745,33
50207,3752,6919,51
50208,461,6168,47
50209,3134,7604,53
50210,2327,7071,77
50211,6152,1501,42
50212,4372,5599,1
50213,919,398,92
50214,9699,3488,52
50215,4852,8361,79
50216,9251,8231,32
50217,2270,802,78
50218,7075,3350,32
50219,7057,273,44
50220,4609,803,55
50221,9153,3166,18
50222,6460,7028,67
50223,2636,9130,16
50224,6164,1704,77
50225,9723,2827,68
50226,6154,1373,56
50227,670,7144,33
50228,3059,2624,87
50229,1361,5766,85
50230,8062,8545,63
50231,7470,7855,52
50232,2482,1063,92
50233,6198,9356,20
50234,1318,5723,47
50235,8490,4071,71
50236,8674,6542,63
50237,9728,5293,3
50238,2111,3224,89
50239,4173,8123,37
50240,6609,1592,42
50241,2093,3224,5
50242,2411,2354,64
50243,6574,6042,19
50244,4146,7443,42
50245,4324,3527,97
50246,1082,4374,95
50247,9973,9448,32
50248,259,379,73
50249,3057,1248,14
50250,5864,7356,7
50251,3926,9293,100
50252,7660,2720,38
50253,7094,3405,83
50254,2850,8471,71
50255,9311,6107,75
50256,11,9359,90
50257,3694,5203,90
50258,4366,1000,67
50259,9742,6346,33
50260,4926,6929,86
50261,407,5486,35
50262,2045,9457,45
50263,9012,8688,35
50264,3715,6344,97
50265,464,2554,60
50266,3493,423,58
50267,3128,7588,3
50268,8239,2576,79
50269,2303,8756,88
50270,4463,4692,12
50271,9062,8161,42
50272,5683,3194,61
50273,6084,1643,59
50274,9304,8767,16
50275,7001,928,12
50276,7384,6280,92
50277,2882,6517,54
50278,9658,9728,65
50279,7422,5324,49
50280,2003,6468,39
50281,8664,841,17
50282,1388,6585,69
50283,8398,341,70
50284,2100,738,14
50285,7486,7630,53
50286,785,3102,69
50287,9565,5267,12
50288,1553,4717,31
50289,8962,8663,19
50290,9196,3318,79
50291,3095,1503,9
50292,6588,7652,75
50293,3201,2375,56
50294,203,4180,20
50295,7452,9774,58
50296,6313,6137,59
50297,3206,3544,65
50298,9772,8903,20
50299,2418,2465,69
50300,1642,5858,16
50301,1807,3090,33
50302,6483,2535,44
50303,9214,8080,22
50304,1831,8678,75
50305,2124,220,37
50306,4220,5976,39
50307,617,1372,68
50308,5329,9232,7
50309,4076,4301,55
50310,3896,4101,42
50311,4254,5341,66
50312,6010,5446,71
50313,8725,2451,90
50314,1039,688,75
50315,6533,1946,30
50316,428,2485,41
50317,4212,9905,80
50318,7981,9682,90
50319,3580,9843,91
50320,3401,128,68
50321,6380,1647,54
50322,5312,6589,86
50323,2699,1944,16
50324,3086,4084,58
50325,6670,5767,8
50326,5691,3518,35
50327,207,2453,30
50328,1610,8997,58
50329,2540,1054,79
50330,1231,5035,14
50331,6324,3550,1
50332,4058,8821,44
50333,3639,3183,67
50334,8791,7543,16
50335,4535,3006,29
50336,708,5486,39
50337,1322,9710,82
50338,3513,3842,57
50339,7446,565,96
50340,6700,6669,10
50341,859,6735,52
50342,5645,5106,33
50343,6880,1621,11
50344,1330,1868,97
50345,8363,2590,93
50346,4612,9344,86
50347,7811,2986,7
50348,2843,1403,49
50349,1297,8329,93
50350,5019,6877,91
50351,5972,7712,58
50352,2285,5417,20
50353,3303,1954,33
50354,7450,7864,52
50355,8702,4815,68
50356,6913,1327,73
50357,7044,1778,26
50358,7488,1749,64
50359,9390,4683,85
50360,248,9242,81
50361,6038,3329,68
50362,390,733,20
50363,2206,166,80
50364,5633,6257,80
50365,2936,3691,31
50366,4544,2157,92
50367,4290,5923,18
50368,1477,2232,74
50369,6510,8188,87
50370,5507,8090,67
50371,9621,8952,91
50372,9237,9105,37
50373,1048,5802,11
50374,4783,586,4
50375,9110,8753,86
50376,8962,4416,47
50377,9209,7265,19
50378,8054,4032,39
50379,3511,1046,53
50380,8119,4170,56
50381,3647,8289,93
50382,6621,3215,75
50383,6668,9141,76
50384,6734,9045,59
50385,1432,4858,84
50386,1561,5585,60
50387,7991,3334,17
50388,4575,5780,55
50389,132,6564,50
50390,838,9669,30
50391,5755,7232,67
50392,285,5142,6
50393,2596,2200,85
50394,1608,3811,64
50395,30,5907,42
50396,4770,1131,94
50397,9928,7821,15
50398,8877,7137,62
50399,6814,6472,26
50400,1179,9584,15
50401,9254,6527,1
50402,2735,1183,97
50403,1041,4390,31
50404,1569,5025,69
50405,8176,3642,32
50406,6227,1372,34
50407,3732,116,83
50408,7738,4691,70
50409,4219,31,30
50410,703,8191,69
50411,5198,8486,63
50412,2731,771,78
50413,6483,397,40
50414,1821,474,18
50415,1613,5457,47
50416,3001,82,29
50417,4690,541,18
50418,366,8067,19
50419,536,2033,46
50420,530,5225,54
50421,2986,3802,9
50422,42,6772,49
50423,1171,7697,90
50424,4649,5458,84
50425,6051,9698,70
50426,6259,5529,19
50427,7471,5054,65
50428,4887,3128,50
50429,6234,6431,70
50430,5898,9681,94
50431,4972,4659,57
50432,3639,698,88
50433,9602,1210,31
50434,8232,6212,1
50435,1837,2854,18
50436,894,2722,77
50437,3977,1842,55
50438,4194,410,38
50439,2525,8296,86
50440,2201,5509,70
50441,4245,2117,87
50442,2548,2050,79
50443,9367,7014,30
50444,409,4385,54
50445,724,5280,92
50446,7350,3272,100
50447,9065,9708,83
50448,4841,5988,97
50449,1007,9181,7
50450,1694,4559,80
50451,9311,626,73
50452,521,4595,57
50453,5109,8822,56
50454,7428,8762,33
50455,9848,2248,92
50456,6991,7233,17
50457,3951,6839,97
50458,3440,7404,2
50459,8026,8323,40
50460,3702,1542,30
50461,3305,2897,11
50462,3528,9642,90
50463,2983,2003,98
50464,9808,5604,52
50465,9278,7994,33
50466,2495,9214,38
50467,2530,3875,64
50468,8212,6290,16
50469,6422,4211,24
50470,1533,2788,100
50471,8021,8208,17
50472,9520,210,17
50473,2704,7941,34
50474,6796,2963,7
50475,9770,1402,61
50476,3717,5480,69
50477,6277,6408,26
50478,9194,1595,91
50479,9840,7116,60
50480,206,2867,86
50481,7992,9183,33
50482,1755,4831,37
50483,7744,2418,77
50484,6613,279,52
50485,9043,4336,27
50486,474,304,65
50487,4355,4098,88
50488,7606,6869,3
50489,1596,3376,23
50490,1642,2969,62
50491,4825,5980,90
50492,5379,1730,26
50493,7350,3748,70
50494,8761,967,29
50495,1638,3610,62
50496,4285,9241,90
50497,2446,1139,69
50498,2831,4136,100
50499,523,5019,21
50500,2185,3305,60
50501,6341,5050,20
50502,1457,2784,56
50503,8470,2045,24
50504,5569,1476,66
50505,9493,5765,80
50506,7005,9583,18
50507,1481,3053,68
50508,1065,6274,79
50509,813,6066,90
50510,7822,5988,91
50511,7891,545,67
50512,4300,451,46
50513,4213,1411,74
50514,6427,8621,88
50515,8422,9373,77
50516,1914,9853,82
50517,6934,8622,40
50518,6565,8896,87
50519,4784,4492,36
50520,5354,3127,37
50521,9683,3216,91
50522,5868,1896,2
50523,554,3292,56
50524,6600,1777,81
50525,6285,8422,60
50526,2213,448,64
50527,8367,7713,55
50528,6075,9788,75
50529,6788,3046,65
50530,8169,75,52
50531,5214,9135,82
50532,5668,5735,62
50533,1818,6173,79
50534,8629,7088,6
50535,7805,9470,100
50536,2310,9006,35
50537,6397,4023,41
50538,9236,7841,12
50539,5301,5023,95
50540,5974,671,44
50541,2275,9101,75
50542,9926,5359,11
50543,840,2645,20
50544,1418,3194,42
50545,3254,9960,83
50546,1748,8010,76
50547,5641,8434,10
50548,5390,2845,56
50549,3596,8460,72
50550,370,1528,85
50551,9484,5457,48
50552,6280,3038,50
50553,8672,9995,1
50554,2097,1829,61
50555,7188,2272,55
50556,1049,3397,28
50557,1858,4604,64
50558,9259,7394,63
50559,6066,1867,88
50560,6817,4171,57
50561,3316,8300,58
50562,7107,6425,80
50563,362,7071,9
50564,85,9336,65
50565,6698,4147,89
50566,3194,9972,55
50567,2753,4650,45
50568,7239,4768,84
50569,1152,9260,84
50570,1992,9724,49
50571,1958,3829,70
50572,4148,9533,90
50573,3032,4826,97
50574,8409,2525,69
50575,1758,7103,61
50576,1527,7986,42
50577,662,1627,5
50578,8782,5575,31
50579,4921,2323,84
50580,1453,1026,41
50581,9912,2525,66
50582,9122,5771,11
50583,5442,3939,53
50584,9602,8329,91
50585,4615,49,23
50586,695,1061,84
50587,2102,9407,17
50588,5736,9554,2
50589,7027,787,85
50590,9142,1226,24
50591,266,6639,46
50592,2777,3430,14
50593,2477,8732,98
50594,9129,9488,61
50595,5731,5507,21
50596,1428,5182,1
50597,5658,5095,99
50598,7160,9701,23
50599,5043,680,63
50600,6284,4147,84
50601,8633,3199,9
50602,7025,3218,80
50603,8883,1517,25
50604,7644,5583,96
50605,4757,1478,38
50606,2913,8288,78
50607,1564,1768,6
50608,4570,6307,44
50609,8723,5250,12
50610,8996,9998,47
50611,3757,9735,66
50612,4159,3352,55
50613,5591,8764,77
50614,3592,5680,76
50615,5308,2380,46
50616,2355,7867,10
50617,9647,5953,74
50618,6373,9479,99
50619,6222,9839,50
50620,9933,3856,76
50621,5581,248,69
50622,987,3578,51
50623,4014,7208,58
50624,1506,3077,91
50625,4759,8889,49
50626,4304,3855,99
50627,2244,1555,44
50628,6017,8342,19
50629,9346,9063,36
50630,1267,5334,54
50631,4762,2987,72
50632,8889,9781,99
50633,1723,3439,87
50634,2645,5288,22
50635,1246,851,87
50636,8095,2808,73
50637,4270,4451,38
50638,7679,293,1
50639,9164,3392,59
50640,3572,7318,62
50641,4951,5107,49
50642,2987,6747,23
50643,4144,652,21
50644,7022,8621,17
50645,7006,5581,50
50646,1770,2901,89
50647,6939,59,92
50648,4543,8758,42
50649,1979,9383,22
50650,8954,8035,71
50651,388,9069,83
50652,8967,2367,89
50653,8255,1815,40
50654,8237,3155,68
50655,5831,2436,45
50656,9568,2216,32
50657,139,3327,96
50658,8218,5547,68
50659,6984,959,32
50660,2017,2479,43
50661,1277,8854,78
50662,1212,9274,26
50663,8793,639,49
50664,1398,5840,48
50665,2081,2024,57
50666,9668,5673,8
50667,1935,4996,29
50668,6799,296,41
50669,1425,6827,96
50670,5869,8188,7
50671,2221,7840,92
50672,5869,6968,30
50673,2333,1781,39
50674,1981,2809,33
50675,2238,4394,28
50676,4074,9583,65
50677,1416,9642,40
50678,8140,952,46
50679,3810,8458,40
50680,6235,4334,16
50681,6473,143,39
50682,3656,8371,68
50683,6308,4773,64
50684,4854,7682,88
50685,5052,1332,52
50686,6663,2380,47
50687,2715,3030,41
50688,6485,851,30
50689,6881,4979,39
50690,1213,4225,59
50691,4284,6537,61
50692,3871,8931,66
50693,1128,8512,34
50694,3556,1681,44
50695,1605,6061,39
50696,2109,5527,23
50697,5528,4601,78
50698,6388,1386,53
50699,4168,2497,11
50700,7442,8001,17
50701,9394,975,38
50702,7123,1931,2
50703,5835,9336,99
50704,9897,8962,33
50705,4316,6214,100
50706,9924,6134,1
50707,6126,8120,21
50708,7509,7701,71
50709,9398,1178,39
50710,1732,1472,26
50711,6991,892,94
50712,7396,2782,21
50713,8820,5584,77
50714,2219,7553,83
50715,3699,2728,63
50716,8862,3958,54
50717,6218,1483,20
50718,7097,5084,6
50719,6220,6659,81
50720,9513,4601,65
50721,3750,101,60
50722,1934,2832,28
50723,2050,5861,17
50724,4770,947,19
50725,4984,5593,74
50726,9775,7631,91
50727,2511,5472,72
50728,8264,6524,4
50729,2321,3119,78
50730,644,2147,41
50731,9426,8984,61
50732,6230,3604,77
50733,3884,1149,9
50734,8576,6500,43
50735,8956,4981,64
50736,5510,8933,26
50737,7959,7579,24
50738,4915,77,78
50739,1294,8617,16
50740,350,3239,13
50741,9446,4735,24
50742,807,7364,12
50743,8540,5342,27
50744,5100,9283,96
50745,7701,4497,50
50746,9799,9092,16
50747,9258,7807,78
50748,8303,1423,25
50749,660,7787,56
50750,7275,400,65
50751,6563,9488,87
50752,1024,1289,39
50753,8455,1765,3
50754,6705,9458,47
50755,4629,681,54
50756,4441,8531,13
50757,6413,1350,87
50758,3706,5992,39
50759,8154,8844,16
50760,4906,3646,69
50761,3857,7330,60
50762,5729,1739,79
50763,1870,9591,97
50764,894,7083,55
50765,881,6023,58
50766,2336,4941,50
50767,9430,8946,5
50768,4449,8062,16
50769,9414,6271,30
50770,6661,5116,6
50771,6687,495,82
50772,7783,3969,39
50773,1604,4134,37
50774,4287,9155,34
50775,3202,2537,79
50776,5942,3331,28
50777,6873,7542,53
50778,8869,7150,1
50779,6112,9045,77
50780,4879,8811,74
50781,4043,7688,13
50782,8258,3644,13
50783,1560,5889,83
50784,9335,7731,43
50785,393,7735,35
50786,3289,9312,20
50787,8398,6131,82
50788,7102,7689,37
50789,4651,8315,86
50790,9802,3973,42
50791,9460,6810,75
50792,3447,8611,4
50793,4460,1988,57
50794,6979,8267,65
50795,800,9068,15
50796,2905,3912,30
50797,9945,859,36
50798,9597,283,23
50799,3224,9234,100
50800,9876,3400,83
50801,6468,594,26
50802,3581,4056,99
50803,3462,2509,63
50804,8889,5449,29
50805,6837,9741,24
50806,4839,2897,56
50807,8364,598,53
50808,996,2680,67
50809,8367,9675,33
50810,7783,7964,60
50811,6355,210,62
50812,8330,8052,94
50813,9782,9691,40
50814,7097,5455,33
50815,6356,4045,8
50816,6395,190,5
50817,7860,7379,49
50818,2355,8088,22
50819,8751,1237,20
50820,4760,5299,72
50821,9774,3630,14
50822,7663,1077,16
50823,753,2842,32
50824,6602,8324,13
50825,3775,8902,48
50826,3070,2179,77
50827,6145,3954,21
50828,4957,6712,23
50829,7948,7440,58
50830,8319,5137,50
50831,3186,4743,20
50832,9533,5426,30
50833,6317,4628,26
50834,2820,5253,53
50835,9671,6216,100
50836,1115,2036,57
50837,6209,9737,11
50838,2038,6133,77
50839,1028,890,28
50840,8342,7317,54
50841,4604,2220,53
50842,5944,8876,20
50843,5339,5527,59
50844,9071,7835,5
50845,8540,8628,2
50846,7519,1063,51
50847,9823,1353,39
50848,8597,8316,57
50849,3892,4610,15
50850,8264,5124,14
50851,4580,6634,10
50852,8451,280,26
50853,4200,8860,46
50854,9686,7997,20
50855,8366,3341,7
50856,3776,8233,86
50857,5690,7496,34
50858,8706,6576,74
50859,9523,2246,8
50860,379,1986,13
50861,9413,9079,97
50862,4097,93,62
50863,6632,4367,63
50864,3067,5871,38
50865,9405,290,7
50866,4142,4417,71
50867,1745,2921,2
50868,8181,5288,92
50869,8338,1597,71
50870,5815,466,65
50871,4522,5521,86
50872,9356,5492,81
50873,6697,6684,1
50874,7899,4407,98
50875,2872,4746,23
50876,3748,5865,51
50877,973,195,99
50878,6991,7651,61
50879,1040,3840,42
50880,9078,7461,21
50881,1769,333,67
50882,56,3783,13
50883,2163,5112,11
50884,6292,5118,34
50885,8162,6495,12
50886,8837,8712,64
50887,8141,3294,79
50888,881,5762,53
50889,5256,7826,8
50890,8111,6087,87
50891,6906,6739,99
50892,1425,8481,98
50893,2208,7582,25
50894,5744,2226,76
50895,660,5378,4
50896,7102,5808,86
50897,2749,7996,47
50898,8219,9411,59
50899,2365,5986,24
50900,6909,5293,53
50901,1529,9162,100
50902,5508,3422,43
50903,2371,6657,99
50904,6202,3731,53
50905,887,4162,69
50906,8823,6340,38
50907,658,1893,11
50908,6428,9028,45
50909,5219,4037,19
50910,7022,4837,50
50911,3697,4855,76
50912,3967,4977,63
50913,9423,4587,25
50914,2190,3246,10
50915,1684,6835,73
50916,8136,194,95
50917,8957,9654,7
50918,4072,4516,83
50919,9635,9815,19
50920,9021,2670,39
50921,5092,1766,43
50922,5784,61,3
50923,9416,4442,49
50924,2542,8135,34
50925,6800,7834,77
50926,2877,3582,7
50927,4400,1609,88
50928,8441,2217,68
50929,8977,6616,66
50930,4015,8393,100
50931,5785,7939,20
50932,972,5752,45
50933,7470,63,57
50934,760,4573,49
50935,7036,2050,58
50936,9465,2247,66
50937,8775,771,80
50938,7411,330,16
50939,2620,5328,99
50940,95,4184,30
50941,4707,8319,81
50942,30,4543,42
50943,4131,3662,13
50944,9795,9998,41
50945,4930,7029,38
50946,9707,207,46
50947,645,8615,83
50948,3715,4077,62
50949,4649,4214,38
50950,5505,472,76
50951,790,3351,8
50952,5100,2715,35
50953,1198,6484,14
50954,8603,1695,24
50955,7670,483,44
50956,1180,8317,94
50957,1797,5484,87
50958,8,8545,67
50959,4219,2329,29
50960,6901,7851,18
50961,8706,7204,98
50962,7790,6780,99
50963,4456,6246,31
50964,7650,9851,34
50965,4912,2390,69
50966,8625,1935,18
50967,6150,6955,26
50968,2765,9823,36
50969,1886,3698,15
50970,8758,4818,38
50971,7418,4488,20
50972,9727,4838,32
50973,5494,9500,47
50974,6773,3941,75
50975,2414,4362,88
50976,3147,1647,5
50977,4028,2687,87
50978,255,4447,11
50979,4328,5541,36
50980,7699,4418,52
50981,7592,1141,56
50982,9112,6421,98
50983,3908,1793,12
50984,3658,8868,40
50985,5617,3259,13
50986,5530,6949,46
50987,3438,6897,69
50988,5713,9630,33
50989,4016,4034,76
50990,3761,5902,23
50991,7969,9128,72
50992,5725,936,30
50993,6941,1234,100
50994,8329,5128,77
50995,7414,9256,63
50996,3189,3731,83
50997,5852,9625,60
50998,7961,330,96
50999,3416,2258,18
51000,5439,3228,78
51001,5266,9362,77
51002,2799,5828,52
51003,1593,3784,89
51004,5579,6111,26
51005,4479,2185,59
51006,2250,6423,89
51007,434,1789,2
51008,2674,11,76
51009,4784,9927,97
51010,476,6578,41
51011,1804,2058,90
51012,2310,4972,5
51013,727,5761,21
51014,4141,1904,1
51015,6301,6854,75
51016,1489,5782,27
51017,7466,3399,65
51018,8877,5899,31
51019,1095,7993,59
51020,4856,308,12
51021,6209,8188,17
51022,4793,5645,98
51023,3766,7625,41
51024,2383,8034,47
51025,1830,6053,65
51026,750,2477,24
51027,1239,7011,69
51028,8137,4457,84
51029,3387,5929,40
51030,212,5402,57
51031,3139,9469,32
51032,399,2242,35
51033,6417,3840,92
51034,2208,1796,71
51035,4924,7973,21
51036,5377,1730,31
51037,2279,6055,62
51038,8319,1720,63
51039,9197,7664,40
51040,3439,680,14
51041,829,6833,50
51042,2504,8892,64
51043,3885,3880,41
51044,5546,8931,68
51045,8,6644,18
51046,5394,1583,61
51047,4365,3401,44
51048,3728,3382,93
51049,3119,7958,39
51050,4431,980,40
51051,1024,7270,61
51052,362,5101,68
51053,4519,5653,11
51054,5481,160,78
51055,268,4380,3
51056,60,9075,40
51057,5853,1719,17
51058,3615,6140,37
51059,341,4031,46
51060,3218,6482,83
51061,122,8659,9
51062,9772,901,47
51063,6241,2023,88
51064,5380,7755,98
51065,3749,6797,41
51066,9670,1943,100
51067,6939,4806,30
51068,9202,8015,5
51069,6099,7564,91
51070,9145,6024,88
51071,285,2610,65
51072,1512,6012,18
51073,4941,6392,43
51074,4616,2273,88
51075,612,2362,58
51076,2860,8991,81
51077,4650,974,44
51078,2736,8764,25
51079,8259,5962,46
51080,4698,811,58
51081,805,9691,44
51082,1278,6686,88
51083,6242,5790,48
51084,2369,345,78
51085,3936,603,64
51086,6821,5485,83
51087,3343,9715,87
51088,1607,7457,13
51089,6500,9198,98
51090,7803,429,1
51091,6496,6851,85
51092,1036,944,80
51093,2329,959,26
51094,9296,2709,24
51095,8981,3455,71
51096,5231,2006,34
51097,6221,9428,46
51098,1424,2765,42
51099,1232,7917,10
51100,1913,5985,77
51101,5941,8219,40
51102,9617,1775,90
51103,9833,6736,9
51104,6959,7324,18
51105,3203,21,29
51106,2713,2651,37
51107,3221,3024,49
51108,872,2988,87
51109,1705,2508,10
51110,353,5156,40
51111,5387,1814,21
51112,8603,360,38
51113,7375,5967,86
51114,118,5409,28
51115,753,6470,44
51116,7193,3066,33
51117,3300,1164,29
51118,8370,1152,88
51119,1507,2973,80
51120,7957,237,26
51121,7724,215,24
51122,47,5733,67
51123,5988,2983,55
51124,5432,9972,82
51125,8860,5535,17
51126,3872,7164,6
51127,7487,4057,47
51128,2562,5585,68
51129,4103,1294,1
51130,8730,5308,26
51131,429,2390,58
51132,8493,2935,74
51133,5590,1594,44
51134,4247,6972,11
51135,6695,7332,6
51136,2373,7118,85
51137,7152,3857,74
51138,7400,4493,72
51139,2099,4427,86
51140,1599,9498,32
51141,2995,673,6
51142,8638,3215,72
51143,2371,8938,30
51144,6384,9306,39
51145,7056,474,4
51146,359,6929,21
51147,5016,5013,40
51148,4991,5687,9
51149,8783,4815,100
51150,4835,8867,11
51151,1355,4388,28
51152,2251,3818,32
51153,8265,8280,3
51154,215,5690,81
51155,9795,3690,12
51156,3814,799,43
51157,6874,5785,88
51158,3825,7104,96
51159,1952,8719,89
51160,1786,4483,40
51161,609,2698,27
51162,6933,769,87
51163,4027,6478,56
51164,3384,6146,33
51165,8004,6035,34
51166,2564,3264,35
51167,546,663,37
51168,3183,66,55
51169,1989,2399,77
51170,6807,6792,29
51171,5868,9406,74
51172,5913,9752,2
51173,1137,8637,67
51174,1767,6532,89
51175,843,2880,3
51176,2357,3694,65
51177,3987,1928,81
51178,7775,5374,29
51179,7721,5059,57
51180,4968,2765,7
51181,8248,1544,12
51182,7588,2876,20
51183,5422,1362,79
51184,1283,7201,51
51185,4028,9191,75
51186,8065,6295,35
51187,4408,6345,44
51188,8647,2963,76
51189,7495,7417,33
51190,3893,7428,35
51191,5798,3123,53
51192,2750,2224,93
51193,3204,8048,18
51194,1,8695,65
51195,1395,7181,35
51196,2039,1035,91
51197,418,8306,12
51198,7171,6777,42
51199,1829,7659,96
51200,1296,4205,73
51201,1871,720,61
51202,1824,8277,91
51203,5746,1079,71
51204,602,1965,65
51205,2876,6312,94
51206,3061,2831,29
51207,4027,1101,43
51208,842,7686,73
51209,4224,9748,4
51210,5938,5264,28
51211,4189,4344,23
51212,1012,7877,64
51213,5706,4872,34
51214,5240,6040,96
51215,6095,6344,13
51216,4689,5834,52
51217,6413,3503,53
51218,3886,695,60
51219,8636,2899,95
51220,7861,7526,95
51221,4136,6432,89
51222,9224,4917,5
51223,3076,8898,100
51224,393,5370,82
51225,9654,3917,23
51226,851,124,20
51227,7238,1086,70
51228,7231,6459,87
51229,5479,6621,71
51230,1723,8314,20
51231,4850,3263,75
51232,9909,9021,95
51233,3156,2974,59
51234,845,8175,87
51235,4607,7525,54
51236,9790,5960,79
51237,6632,5076,31
51238,8187,7970,73
51239,1142,541,54
51240,8707,3437,28
51241,9974,7605,77
51242,9467,1924,42
51243,3152,2151,21
51244,6114,8209,63
51245,4015,9070,59
51246,1077,3446,7
51247,6867,9549,36
51248,7636,3076,8
51249,1421,825,61
51250,9589,6315,7
51251,1228,44,73
51252,6081,4002,50
51253,215,7225,45
51254,2699,3204,48
51255,3928,1891,100
51256,2364,3123,15
51257,8251,5823,48
51258,4009,7584,26
51259,2424,773,39
51260,9362,896,90
51261,414,662,10
51262,6987,7843,72
51263,4485,2735,52
51264,888,9790,14
51265,9973,7641,72
51266,2383,1017,56
51267,7640,6537,14
51268,3301,3796,30
51269,5168,826,26
51270,7453,6358,87
51271,27,4890,86
51272,6313,2637,68
51273,6329,9601,12
51274,705,1018,86
51275,3288,9285,75
51276,2713,7232,67
51277,2882,5728,97
51278,9346,2296,67
51279,3031,6399,69
51280,28,7681,99
51281,4775,5231,78
51282,2494,9863,82
51283,3938,264,28
51284,3132,9027,41
51285,9339,4193,6
51286,7438,1007,56
51287,8471,4559,7
51288,3197,6061,34
51289,8975,3692,79
51290,6830,5332,4
51291,3821,2180,9
51292,9690,3278,19
51293,1030,1919,53
51294,6091,9525,4
51295,6719,8087,9
51296,3387,134,28
51297,333,4869,90
51298,9442,5094,58
51299,8741,2109,24
51300,7163,8297,97
51301,8021,1434,10
51302,4311,5616,15
51303,3414,8817,14
51304,9416,6779,42
51305,6317,7550,97
51306,6393,8058,99
51307,4841,1372,71
51308,1227,6476,87
51309,6533,6655,72
51310,96,6852,25
51311,563,9366,96
51312,6853,3619,35
51313,9499,9634,47
51314,5429,1313,69
51315,6124,1281,61
51316,4317,1284,75
51317,7079,4266,68
51318,3116,4122,19
51319,8285,4002,9
51320,3992,3805,32
51321,7485,7280,53
51322,9383,3835,14
51323,6877,5506,55
51324,3821,1932,88
51325,6453,4582,90
51326,2388,3550,72
51327,9965,3296,67
51328,6164,4823,12
51329,4467,8788,89
51330,3028,8977,62
51331,9290,3393,22
51332,8193,3156,92
51333,5196,7334,35
51334,5656,5318,24
51335,2907,7061,90
51336,5746,4467,40
51337,4126,3677,66
51338,5384,2690,43
51339,2071,6527,78
51340,5103,6686,75
51341,6660,7631,45
51342,6517,5784,28
51343,824,8370,16
51344,3772,4049,2
51345,1902,9909,93
51346,239,7762,61
51347,9089,4688,92
51348,3702,4058,14
51349,3761,7835,64
51350,2610,6615,28
51351,174,498,35
51352,2904,4001,22
51353,8749,9803,54
51354,7919,9753,5
51355,9286,8109,18
51356,5213,6321,26
51357,1889,8121,3
51358,3728,2315,69
51359,5326,1031,78
51360,8311,7666,71
51361,8297,5664,51
51362,1581,4270,73
51363,9240,9528,91
51364,6869,8606,57
51365,4339,9345,23
51366,1410,3339,26
51367,4839,7949,42
51368,6010,2910,53
51369,440,5075,40
51370,4454,8745,86
51371,8606,4542,80
51372,8167,4667,58
51373,2230,9380,66
51374,1423,2341,93
51375,1997,9134,21
51376,9035,6083,33
51377,9383,1129,8
51378,7920,6836,98
51379,1334,7807,15
51380,7653,1040,54
51381,4212,3815,97
51382,1636,7145,97
51383,9449,3567,39
51384,350,2388,62
51385,1931,356,61
51386,3167,3936,81
51387,5829,2775,49
51388,3061,6944,28
51389,454,7716,60
51390,679,5253,69
51391,362,5764,66
51392,5215,9702,7
51393,8067,2118,81
51394,5126,3375,38
51395,456,9478,88
51396,6309,3976,64
51397,5500,4720,46
51398,6855,6090,16
51399,2313,2307,48
51400,8094,6929,34
51401,4867,9631,48
51402,1708,2532,91
51403,4926,9005,84
51404,1670,9798,38
51405,1500,907,35
51406,5143,4637,46
51407,3981,9763,39
51408,9310,654,93
51409,6585,4561,91
51410,4732,1607,90
51411,2003,4233,48
51412,911,9476,57
51413,6479,1403,73
51414,2431,4452,3
51415,2969,531,65
51416,9522,8488,92
51417,8187,5323,64
51418,7577,494,41
51419,9185,6536,92
51420,8963,2045,13
51421,9217,2502,23
51422,308,5847,72
51423,8570,584,61
51424,2914,1223,68
51425,7744,7350,70
51426,3572,7594,65
51427,6688,2611,47
51428,1332,8425,14
51429,8496,1627,8
51430,2116,5283,38
51431,3052,6016,36
